city_id;city;place;distance;distancefromcitycenter;description
1274;Delhi;" Iron Pillar ";"";" 16 km  from city center ";" Iron Pillar is one of the many mysterious monuments of wonder present in Delhi- the capital of India. Located within the Qutub Minar complex in Mehrauli area of New Delhi, the Iron Pillar has been posing as one of the foremost metallurgical curiosities of the world due to its prowess to not exhibit a speck of rust despite being thousands of years old.  "
1275;Delhi;" Nehru Memorial Museum and Library ";"";" 7 km  from city center ";" Housed within the premises of the grand Teen Murti Bhavan in Delhi, Nehru Memorial Museum and Library is an autonomous institution established in the memory of the first Prime Minister of India- Pandit Jawaharlal Nehru.  "
1370;Hyderabad;" Tour the Ramoji Film city ";4.2;" 25 km  from city center ";" Located on the outskirts of Hyderabad, Ramoji Film City is certified as the World's largest Film Studio Complex by the Guinness Book of World Records. It is the most famous attraction in Hyderabad. The highlights are the film city tour, Sahas Adventure and holiday carnivals. "
1371;Hyderabad;" Charminar ";4.3;" 3 km  from city center ";" An identifying feature of the city, Charminar is the most prominent landmark of Hyderabad. It was erected by Quli Qutub Shah to signify the founding of Hyderabad. Everyone coming to the city, definitely visits the Charminar. It is also famous for the market that sprawls around it and is called 'Laad' or 'Chudi' Bazaar. "
1372;Hyderabad;" Enjoy the Show and Food at Hussain Sagar Lake ";4.3;" 5 km  from city center ";" Hussain Sagar Lake is one of a largest man-made lake situated in Hyderabad. Renowned for its monolith of Lord Buddha placed right at the center of the lake, the place is famously known as a Tank Bund, a popular spot of tourist attraction.  "
1373;Hyderabad;" Wonderla ";4.4;" 19 km  from city center ";" Wonderla Amusement and Theme Park is the best water park in Hyderabad and one of the best things to do. With more than 43 fun and thrilling rides, it is a fun place for a family outing. The rides are divided into High Thrill Rides, Water Rides, Family Rides and Kids RIdes. "
1374;Hyderabad;" GravityZip ";4.3;" 18 km  from city center ";" GravityZip is India’s first indoor sky diving arena. It is located in  Gandipet, Hyderabad only a few minutes away from Mehdipatanam Bus Stop. It features the first of its kind indoor skydiving wind tunnel, which is the first in India. It is fun for beginners as well as professionals. The flight package consists of 2 flights of 1-minute duration. "
1375;Hyderabad;" Chowmahalla Palace ";4.2;" 3 km  from city center ";" The Chowmahalla Palace of Hyderabad once served as the official residence of the Nizams of Hyderabad during their reign still retains some of its past splendour. The architecture of the palace is an imposing sight to behold. The facade itself is a delicate artwork of domes, arches, windows and meticulously carved out designs. "
1376;Hyderabad;" Golkonda Fort ";4.3;" 9 km  from city center ";" Golconda Fort is a massive fortress whose ruins stand proudly even today displaying the glory of its rich past and some untold sagas of the city's history. It is reputed for being the area where once, the mighty Koh-I-Noor diamond was stored. In the evening, Golconda Fort comes to life with the light and sound show. "
1377;Hyderabad;" Statue of Equality ";4.3;" 28 km  from city center ";" The Statue of Equality is the second tallest sitting statue in the world at its height of 216 ft. Located in Muchintal, Hyderabad, it is a statue of Sri Bhagavad Ramanujacharya, who worked relentlessly to promote equality. It was built to commemorate his 1000th birthday. The highlights are the dancing water show with light and music and the dynamic fountain show (Leela Jala Neerjanam) held daily. "
1378;Hyderabad;" Thrill City ";4.0;" 6 km  from city center ";" Thrill City is a virtual reality amusement park located on Necklace Road near Sanjeeviah Park in Hyderabad. It offers a flying simulator, cricket simulator, bumping cars, a bowling alley, swimming pool, splash coaster and much more. The highlight is the world's largest single platform motion theatre. Thrill City is a fun place to visit for people of all ages. "
1379;Hyderabad;" Indulge in Various Activities of Shilparamam ";"";" 14 km  from city center ";" Situated in Madhapur area of Hyderabad, Shilparamam is a traditional crafts village created with the idea to preserve and conserve traditional crafts. The village has been set amidst cascading waterfalls and lush greenery; it has sections designated to depict each region of the country.  "
1380;Hyderabad;" Birla Mandir ";3.2;" 3 km  from city center ";" One of the popular attractions in Hyderabad, Birla Mandir is dedicated to the Lord Venkateshwara of Tirumala and is modelled after and is the replica of the idol of Balaji of Tirupati. The temple itself is located at the top of a 280 feet tall hill called the Naubat Pahad that overlooks both, Hyderabad and Secunderabad and is one of the best viewpoints in the city. "
1381;Hyderabad;" Taramati Baradari ";"";" 11 km  from city center ";" Taramati Baradari is an ancient sarai (resting place) built during the reign of Ibrahim Quli Qutub Shah. The building is now a cultural complex which has an open-air auditorium for 1600 people, air-cooled theatre which can accommodate 500 people, a banquet hall and a multi-cuisine restaurant. "
1382;Hyderabad;" Jala Vihar ";"";" 6 km  from city center ";" Sprawling over an area of 12.5 acres adjacent to Hussain Lake, Jalvihar is the largest water amusement park in Hyderabad.  It also has rain dance, indoor game zone, dry rides and an enormous food court. "
1383;Hyderabad;" Chill at the Snow world ";3.7;" 3 km  from city center ";" The Snow World of Hyderabad is the world's biggest and the first snow-themed park in India. With snow fall produced of mineral water, it is a popular attraction to be visited with kids. It offers activities like ice skating, ice boarding, snow slides with bumping-car, toboggan rides and many more. "
1384;Hyderabad;" Hyd Selfie Museum ";"";" 22 km  from city center ";" Situated at Shamirpet, Hyderabad, Hyd Selfie Museum is India's first selfie museum with more than 20 interactive sets to click selfies and photographs. You can run your imagination free in the millionaire bedroom, jump in the colourful ball pit, pose in everyone’s childhood favourite barbie’s box, go back to the 19th century in the London telephone booth or the retro cassette set, or click a coveted photo in the donut wall set.  "
1385;Hyderabad;" Salar Jung Museum ";3.7;" 2 km  from city center ";" The Salar Jung Museum is located at Darushifa, on the southern bank of the Musi River, in Hyderabad. This is one of the three national museums in the country. The collection of museum was sourced from the property of Salar Jung Family and it has a myriad collection of paintings, sculptures, carvings, manuscripts etc.  "
1386;Hyderabad;" Go on a Safari in Nehru Zoological Park ";3.7;" 6 km  from city center ";" With about a 100 species finding habitats here, the Nehru Zoological Park is one of the largest zoos in India. Also known as Hyderabad Zoo, it houses the Indian Rhino, Asiatic Lion, Bengal Tiger, Indian Elephant as well as panthers, pythons, deers, antelopes. The zoo also hosts safaris and educational shows. "
1387;Hyderabad;" Qutub Shahi Tombs ";"";" 10 km  from city center ";" Located in the Ibrahim Bagh, Qutub Shahi Tombs are a group of small and big mosques and tombs built by the rulers of the Qutub Shah dynasty. The tombs are all built on a raised platform and have a dome-shaped structure. The little tombs are single-storeyed while the bigger ones are double storeyed. "
1388;Hyderabad;" KBR National Park ";"";" 9 km  from city center ";" Located in the Jubilee Hills area of Hyderabad, KBR National Park, or Kasu Brahmananda Reddy Park, also known as Chiran Fort Palace is a world-famous national park. Boasting of picturesque beauty and a wide variety of flora, fauna and avifauna.  "
1389;Hyderabad;" Irani Cafes ";3.8;" 20 out of 101  places to visit in Hyderabad ";" Irani tea is the Hyderabadi drink and is often served with Osmania biscuits. The Irani cafes in Hyderabad are the city’s cultural centre. Around 30 Irani Cafes in Hyderabad are located in the stretch between Sarojini Devi Road and Shah Ali Banda. Nimrah Cafe and Bakery in Ghanzi Bazaar, Shah Ghouse Restaurant at Shah Ali Banda and Farasha Irani Café near Mecca Museum are popular destinations. "
1390;Hyderabad;" Relax at the Lumbini Park ";"";" 3 km  from city center ";" Lumbini Park is a gorgeous urban park named after Lumbini of Nepal. Located alongside Hussain Sagar, the park has an artificial water tank. A huge statue of Lord Buddha is installed in the tank which can be reached through paddle boats. The park also holds musical fountain shows. "
1391;Hyderabad;" Shop for Bangles at the Laad Bazaar ";3.7;" 3 km  from city center ";" Laad Bazaar is a famous and historic market known for its shopping souvenirs and bangles. Located adjacent to Charminar, it is one of the oldest markets in Hyderabad. There are more than 150 workshops located here that produce some of the finest bangles called lac bangles.  "
1392;Hyderabad;" Stroll in the Inorbit Mall ";"";" 12 km  from city center ";" Located in the Madhapur area in Hyderabad, Inorbit Mall is a massive mall replete with big brand stores, food chains, local eateries and game zone. The mall also has an enormous parking and a huge movie theatre. "
1393;Hyderabad;" IKEA Hyderabad ";4.0;" 13 km  from city center ";" IKEA is a global leader in home furnishing, and the IKEA in HITEC city, Hyderabad, was the very first location in India. It is affordable furniture, and home essentials shopping mall spread across 13 acres. Ikea has on display more than 7500 products, including home furnishing. Being the only store in India, it has become a popular place to visit in Hyderabad. "
1394;Hyderabad;" B";3.2;" 3 km  from city center ";" A one of its kind planetarium, the Birla Planetarium is one of the most modern planetariums in India. It is most popular for the Sky Show, the theme of which changes each year. The planetarium also houses a museum, science centre, art gallery and dinosaurium. "
1395;Hyderabad;" Hyderabadi Pearl Shopping ";"";" 26 out of 101  places to visit in Hyderabad ";" Hyderabad is often referred to as the City of Pearls for its wide variety and high quality of pearls. Pathergatti and Laad Bazaar are historical locations for purchasing pearls and are crowded with hundreds of stores that offer both singular pearls and pearl jewellery. They offer a variety of pearls such as Tahitian, Freshwater and South Sea Pearls.  "
1396;Hyderabad;" Sarath City Mall ";4.0;" 6,444 km  from city center ";" Sarath City Mall is the largest mall in Hyderabad located in Kondapur. It is the best destination in the city for shopping, food and other fun activities. The theatres in AMB Cinemas come with incredibly comfortable recliner seats. There is also a gaming arcade known as Tridom which is filled with fun games for every age group. It also has a trampoline park and its own adventure room! Ski Capital is a unique location filled with snow slopes that you can ski down, play with friends and make snowmen in. You can take an Uber, Taxi or Ola to the mall. "
1397;Hyderabad;" Durgam Cheruvu Bride ";3.9;" 11 km  from city center ";" The Durgam Cheruvu Bridge is a beautiful cable bridge stretching between Jubilee Hills and the Financial District. It is the longest bridge in Hyderabad and perfect for a night drive when the bridge lights up brilliantly. The bridge is adorned with walking and cycling ramps as well. This allows visitors to stop and look out over the Durgam Cheruvu lake which acts as its namesake. It is located near the Inorbit Mall in Madhupur which is a popular shopping destination as well. "
1398;Hyderabad;" Hyderabad Botanical Garden ";"";" 16 km  from city center ";" Situated in the Hi-Tech city, around 16 kms from the city centre of Hyderabad, Hyderabad Botanical Garden is a major attraction of the city. The park boasts of a rich variety of plants, shrubs, trees, flowering plants and medicinal herbs. In addition to that, several meandering water ways and fountains add to the charm of the place. "
1399;Hyderabad;" Taj Falaknuma Palace ";"";" 6 km  from city center ";" Taj Falaknuma Palace is perched around 2000 metres above the city of Hyderabad. Once the royal residence of Nizam- probably the richest man in the world, the palace has now been converted into a five-star luxury heritage hotel.  "
1400;Hyderabad;" Mount Opera Theme Park Resort ";3.2;" 6 km  from city center ";" With a startling amount of choices available on amusement rides, from Ferris wheel to Columbus, the Mount Opera Theme Park resort are ideal for a day full of enjoyment and excitement. They also have a few eccentric ones like the Jumping Frogs, Thrillarium and the Alien Planet. "
1401;Hyderabad;" Necklace Road ";"";" 6 km  from city center ";" Necklace Road is a long boulevard that encircles Hyderabad’s Tank Bund, resembling a glittering necklace. Tank Bund consists of the beautiful Hussain Sagar Lake with a giant monolithic statue of Gautama Buddha. Lined with beautiful green gardens, eat streets and local shopping, it is a popular picnic spot. "
1402;Hyderabad;" Food in Hyderabad ";"";" 33 out of 101  places to visit in Hyderabad ";" When you are in Hyderabad, you are bound to try out the very famous Hyderabadi Biryani that comes along with a curry and raita. It is one of the top things to do in Hyderabad and it comes with mutton, chicken and even with vegetables (for all you vegetarians).  "
1403;Hyderabad;" NTR Gardens ";"";" 4 km  from city center ";" Located adjacent to the Hussain Sagar Lake in Hyderabad, NTR Gardens is a tiny but gorgeous park dotted with brightly coloured plants and tall trees. Boasting of well-groomed landscaping, ornate lamp posts and brilliant water fountains, the NTR Gardens park also has a souvenir shop, toy train, freefall, restaurants and variety of fun activities. "
1404;Hyderabad;" Shilparamam Uppal ";3.6;" 7 km  from city center ";" Shilparamam Uppal, also called Mini Shilparamam, is a handicraft flea market and a village themed entertainment park. Spanning nearly 8 acres on the banks of river Musi in Hyderabad, it is a centre of the arts. It has handicraft and handloom stalls, and many photo spots such as an artificial waterfall and a food court.  "
1405;Hyderabad;" Chilkur Balaji Temple ";4.2;" 20 km  from city center ";" Chilkur Balaji Temple is situated in the picturesque village of Chilkur, about 30kms from Hyderabad. It is also called the VISA Temple because it is believed that paying your obeisance to the presiding deity, Lord Balaji Venkateswara, along with Sridevi and Bhoodev can grant your wishes of gaining a USA Visa! "
1406;Hyderabad;" Iskcon temple ";3.7;" 1 km  from city center ";" ISKON temple of Hyderabad is located in the Nampally region. The main deity in the temple is Lord Krishna. One can also see idols of Sri Gaura-Nitai, Sri Jagannatha Baladeva-Subhadra and Sri Radha Madana-Mohana.  "
1407;Hyderabad;" Tank Bund ";3.9;" 3 km  from city center ";" Tank Bund is a road that stretches between Hyderabad and Secunderabad, connecting the two major cities. It borders the Hussain Sagar Lake on one end which contains the famous monolith of Gautam Buddha in the middle. The view of the lake is breathtaking at night when the statue lights up. It is popular for night drives and the many parks and gardens that border Tank Bund makes for popular picnic spots. "
1408;Hyderabad;" Forum Sujana Mall ";"";" 15 km  from city center ";" Located in Kukatpally in Hyderabad, Forum Sujana Mall is a shopping mall mostly popular for the launching of its big brand store- Zara.  "
1409;Hyderabad;" Sanjeevaiah Park ";"";" 5 km  from city center ";" Spread over 92 acres on land on the banks of Hussain Sagar Lake, Sanjeevaiah Park is dedicated to the former President of India Dr Neelam Sanjeeva Reddy. Replete with lush green trees, flowering shrubs, fountains and glossy grass lawns, the park is the perfect place to rewind and rejuvenate from the daily routined life. "
1410;Hyderabad;" Mecca Masjid ";4.2;" 3 km  from city center ";" Mecca Masjid in Hyderabad is one of the oldest and largest mosques in the city. The bricks used here are believed to be from Mecca, and hence the name. Its interiors are a testament to the grandeur of the rulers of the Quli dynasty. "
1411;Hyderabad;" Sudha Cars Museum ";"";" 5 km  from city center ";" Sudha Cars Museum is a private museum established in 2010 by Kanyaboyina Sudhakar who displayed hand made cars created by him. All cars have been personally designed to look like everyday objects.  "
1412;Hyderabad;" Purani Haveli ";3.7;" 2 km  from city center ";" Originally built to serve as the home to the Peshwa of Mohammed Quli Qutub Shah, Mir Momen, Purani Haveli is converted into a museum known for its remarkable exhibits of artwork and talent. It houses a fascinating collection of items gifted to Mir Osman Ali Khan, the seventh Nizam of Hyderabad. "
1413;Hyderabad;" Amaravathi ";3.2;" 9 km  from city center ";" It is famous for its Amareswara temple dedicated to Lord Shiva. The temple is one of the famous Pancharamas. "
1414;Hyderabad;" Ride Boats at Durgam Cheruvu ";3.7;" 11 km  from city center ";" Durgam Cheruvu is a serene and picturesque lake which once served as a water source for the Golconda fort. It is a lively and vibrant spot for pedal boating, camping, and trekking. The historical lake is also popular for its sunrise and sunset views. "
1415;Hyderabad;" Paigah Tombs ";"";" 5 km  from city center ";" Located in the suburbs of Pisal Banda in Hyderabad, Paigah Tombs are a group of tombs of the Paigah royal family. Although now in a derelict and dilapidated state, the Paigah Tombs still boast of striking architecture and marvellously carved marble panels. "
1416;Hyderabad;" Sanghi Temple ";"";" 24 km  from city center ";" Said to be a replica of the Tirumala Temple, the Sanghi Temple is dedicated to Hindu God Venkateswara. It situated about 35 kms from Hyderabad in Sanghi Nagar. Perched atop the Parmanand Giri Hill, it has a magnificent gopuram and boasts of marvellous architecture.  "
1417;Hyderabad;" GVK One Mall ";"";" 6 km  from city center ";" GVK One is a gigantic shopping mall situated in Banjara Hills area of Hyderabad. The highlight of the mall is the massive Shoppers Stop outlet sprawling over three floors.  "
1418;Hyderabad;" Aero Plaza Hyderabad Airport ";3.9;" 13 km  from city center ";" The Aeroplaza is located within the main terminal of the Rajiv Gandhi International Airport and is a hub for all things food. It has many restaurants from fast-food joints to breweries and pubs like Buffalo Wild Wings, Barley & Grapes and Sip of Sky. It has become a popular nightlife spot in Hyderabad as most of the eateries are open till late at night. "
1419;Hyderabad;" Buddha Statue Hyderabad ";"";" 13 km  from city center ";" Hyderabad is home to the world’s tallest Buddha Monolith erected on Gibraltar Rock in the middle of Lake Hussain Sagar. It is made of solid granite rock found in the nearby mountains and was sanctified by the Dalai Lama in 2006. It is close to the Lakdi Ka Pul metro station and the best time to visit is in the evening when the statue is lit up in beautiful colours. Boating and other water-based activities like jet skiing and parasailing are also available. "
1420;Hyderabad;" Ratnalyam Temple ";3.7;" 28 km  from city center ";" Located on the outskirts of Hyderabad, the Ratnalayam Temple is the seat of Lord Venkatesha and his consorts, Goddess Padmavati and Goddess Andal. It also contains temples devoted to Lord Ganesha, Lord Hanuman and Vasavi Kanyaka Parameshwari Devi. It is famous for the fountains devoted to scenes from mythology such as the one of Lord Vishnu resting on adhishesha along with his wives. You can take a taxi, Ola or Uber from any part of the city to this temple. "
1421;Hyderabad;" Himayat Sagar Lake ";"";" 20 km  from city center ";" Himayat Sagar Lake is named after one of the last Princes of Hyderabad, Himayat Ali Khan. It is an artificial lake and lies parallel to Osman Sagar Lake. The scenic beauty of the lake cannot be overstated. Along with people, it also attracts a wide variety of birds. It is a perfect location to hike and explore nature. The road encircling the lake is perfect for a drive with a view of the sunrise or the sunset.  "
1495;Chennai;" Explore The Marina Beach ";4.3;" 4 km  from city center ";" Marina Beach is a natural urban beach along the Bay of Bengal. The beach is stretched out to a distance of 13 kilometres making it the longest natural urban beach in the country, second largest in the world and also the most crowded beach in India with almost 30,000 visitors a day.  "
1496;Chennai;" Government Museum, Chennai ";"";" 1 km  from city center ";" Government Museum was established in 1851 and is the second oldest museum in the country after the Indian Museum in Kolkata. Situated in Egmore suburb of Chennai, it is built in the Indo-Sarcenic style and houses a rich collection of the works of Raja Ravi Varma.  "
1497;Chennai;" MGR Film City ";3.5;" 8 km  from city center ";" Having been established in the year 1994, a considerably new structure, the MGR Film city is managed by the Government of Tamil Nadu in loving memory of MG Ramachandran who was not only a crowd-pleasing tamil actor but also a longtime CM of Tamil Nadu. "
1498;Chennai;" Breezy Beach ";3.6;" 9 km  from city center ";" Breezy Beach lays in the remote and serene neighbourhood of Valmiki Nagar in Chennai. Being smaller and less polluted, its a perfect getaway for anyone looking for a peaceful evening. "
1499;Chennai;" Marundeeswarar Temple ";4.3;" 8 km  from city center ";" The magnificent Marundeeswarar Temple, in Tiruvanmiyur, near Chennai has the temple deity Shiva in the form of Marundeeswar or Aushadeeswarar, the God of Medicines. A fine specimen of Dravidian architecture, this temple is a must visit for anyone visiting Chennai or nearby cities. "
1500;Chennai;" Arignar Anna Zoological Park ";4.2;" 27 km  from city center ";" Arignar Anna Zoological Park aka Vandalur Zoo, is a zoological garden located in Vandalur is spread over an area of 602 hectares, including a rescue and rehabilitation centre. The zoo shelters about 3000 species of flora and fauna across twelve hundred acres including 46 endangered species, in its 160 enclosures. "
1501;Chennai;" Valluvar Kottam ";4.2;" 1 km  from city center ";" Valluvar Kottam is an auditorium, with a gigantic capacity to hold 4,000 people, built in remembrance of the poet-saint, Tiruvalluvar. Verses of the poet Tiruvalluvar are embellished on the pillars in and around the auditorium. "
1502;Chennai;" Ashtalakshmi Temple ";4.2;" 8 km  from city center ";" The Chennai Ashtalakshmi temple is situated in Besant Nagar, on the shores of the Bay of Bengal. That stretch of beach is known as the Elliot's beach. The temple was constructed on the express wishes of Sri Mahaa Periyavaal of Kanchi Mutt, Sri Chandrasekara Saraswati Swamigal. (br) The temple's architecture is unique, with the deities installed in four levels.  "
1503;Chennai;" Read Some Books at Connemara Library ";4.2;" 1 km  from city center ";" The Connemara Public Library at Chennai holds the prestigious status of being amongst one of the four deposit libraries in India which entitles them to a copy of every publication in India. "
1504;Chennai;" Trek the Koli Hills ";4.0;" 279 km  from city center ";" With an ominous name which means ‘Mountain of Death’, Kolli Hills or Kolli Malai are a mountain range located in the Namakkal district of Tamil Nadu. It is relatively untouched by commercial tourism and therefore has retained most of its natural magnificence.  "
1505;Chennai;" Elliot's Beach ";4.2;" 7 km  from city center ";" A beach showcasing beauty, calmness, serenity and everything that signifies nature at its best, the Elliot's beach cannot be forgotten by anyone who has visited it once. "
1506;Chennai;" Enjoy the games at VGP Golden Beach ";3.7;" 16 km  from city center ";" Considered as one of the cleanest and beautiful beaches in Chennai, VGP Golden beach is one of the most sought after destinations in the area by family and friends.  "
1507;Chennai;" ISKCON (Hare Rama Hare Krishna) Temple ";3.7;" 17 km  from city center ";" ISKCON Temple Chennai is a  temple devoted to Lord Krishna. It is located on the East Coast Road at southern Chennai. Built on 1.5 acres of land, ISKCON, Chennai is the biggest Radha Krishna temple in Tamil Nadu. It was officially inaugurated on 26 April 2012. The deities revered in the temple include those of Radha Krishna and lord's family, including Sri Sri Nitai Gauranga. "
1508;Chennai;" Vivekananda House ";3.2;" 4 km  from city center ";" Vivekananda House also popularly known as The Ice House, is a shrine and pilgrimage centre for the admirers and followers of Swami Vivekananda. It is in this house that Swami Vivekananda stayed for six weeks in 1900. "
1509;Chennai;" Akkarai Beach ";3.2;" 18 km  from city center ";" The sandy coastline begins from Ennore in the north extending south into Uthandi, leaving one to choose from more than just Marina and Elliot's beach. "
1510;Chennai;" Dakshinachitra Museum ";3.0;" 2 km  from city center ";" Dakshinachitra Museum is one of the living-history museums in India which stores in itself great works of architecture, crafts, performing arts, and lifestyles that belong to South India.  "
1511;Chennai;" Santhome Cathedral Basilica ";3.2;" 4 km  from city center ";" Santhome Cathedral is a historical and ancient pilgrim centre, which was built during the 14th to the 15th century A D by the then reigning, Portuguese. "
1512;Chennai;" Madras War Cemetery ";"";" 8 km  from city center ";" The Madras War Cemetery houses the last remains of around 855 martyrs who laid down their precious lives at the battlefronts in the devastating Second World War and also a Memorial stone for 1000 more who died fighting in the Great War before that. "
1513;Chennai;" Madras Crocodile Bank Trust ";"";" 35 km  from city center ";" The Madras Crocodile Bank is not to be confused with a zoo. Yes, you can certainly take a look at the reptiles in captivity. But unlike a zoo, this has a much more in-depth operation through ex-situ and in-situ conservation. Right now, it is home to around 17 croc subspecies and some other reptiles like frogs, lizards, snakes and turtles as well. "
1514;Chennai;" Be amazed at MGM Dizzee World ";"";" 26 km  from city center ";" MGM Dizzee World is one of the largest and oldest amusement parks in India. It brought Jurong’s Bird Show from Singapore to India way back in 1999. There are extreme level thrill rides, but nice and enjoyable ones are there too. The park has something for every age group.  "
1515;Chennai;" Shirdi Sai Baba Temple ";"";" 3 km  from city center ";" Shirdi Sai Baba temple in Chennai is among the most visited and respected places of worship In Tamil Nadu as well as India. Sai Baba is recognised as one of those spiritual reformers who does not have ties to any particular god of any religion but is a figure of worship himself. So there are no religious restrictions imposed upon those who visit the temple. "
1516;Chennai;" Nettukuppam ";"";" 21 km  from city center ";" Nettukuppam is the northernmost tip of Chennai and has a beach which is yet not tarnished by encroaching crowds. It is a solitary retreat for those who seek to enjoy the raging sea up close but in a peaceful environment. The place is an ideal place to spend quiet time as it is still not on the radar of the maddening tourist crowd. "
1517;Chennai;" Prakasam Salai ";3.2;" 6 km  from city center ";" Built in 1795,a milestone in the history of Chennai, located Opposite Parry's Corner, Prakasam Salai is an impressive stylish building in Indo-Saracenic style with eminence in red bricks. "
1518;Chennai;" Thousand Lights Mosque ";"";" 1 km  from city center ";" The Thousand Lights Mosque of Royapettah, Chennai is among the most esteemed mosques of the city as well as the state of Tamil Nadu. Built in the early 19th century by the Wallajah family of the Carnatic rulers, it is till date a popular gathering place for the daily prayers and festive occasions like Muharram.  "
1519;Chennai;" Fort St";"";" 5 km  from city center ";" The origin of the great white structure of Fort St. George is inextricable from the history of the city of Chennai itself. Popularly called the 'White Town', the sole purpose of establishing the massive fort compound was to build a British stronghold in the Coromandel Coast and the rest of south India.  "
1520;Chennai;" Chennai Sangamam ";3.1;" 5 km  from city center ";" The Chennai Sangamam, a large open Tamil festival, also coincides with the Pongal season. It is organized in various open locations like beaches, parks etc and showcase traditional folk events, martial arts and classical dance, to name a few. In addition the festival brings together the best that South Indian cuisine has to offer – from tasty panirayams to the traditional pongal. 
 "
1521;Chennai;" Buy Fishes at the Royapuram Fishing Harbour ";"";" 9 km  from city center ";" Under the administration of Chennai Port Trust, Royapuram Fishing Harbour is one of the most popular fishing grounds in Chennai. Located in a region which is famous for seafood, this harbour surely has its name among the busiest fishing hubs of Tamil Nadu.  "
1522;Chennai;" Santhome Church ";"";" 4 km  from city center ";" San Thome Church is among the only three in the world that house the tombs of one of Christ's original disciples. If you visit this church, you will be stepping into a historical tale that will take you back a couple of centuries. The museum inside displays souvenirs of the great saint and his legend. "
1523;Chennai;" Kapaleeswarar Temple ";"";" 4 km  from city center ";" Kapaleeswarar Temple is a holy shrine of Shiva in Mylapore, Chennai. A visit to this temple will be an experience enriched with a glimpse into Tamil religious culture and the lovely architectural combination of the two styles – Dravidian and Vijaynagari, complete with towering Gopurams.  "
1524;Chennai;" Mylapore ";"";" 3 km  from city center ";" Mylapore is one of the oldest and culturally enriched neighbourhoods, located in the southern part of Chennai. It is very much traditionalist to its core and boasts many temples, churches and historical monuments.  "
1525;Chennai;" Roam the Express Avenue ";"";" 2 km  from city center ";" Express Avenue is a mall in Royapettah of Chennai owned, developed and promoted by Express Infrastructure. The premise includes commercial and hospitality sectors as well. E Hotel is the name of the 4-star boutique luxury-lodging, which caters to the guests all year long with its 44 room capacity. But the mall is the main attraction of the place.  "
1526;Chennai;" Vadapalani Murugan Temple ";"";" 4 km  from city center ";" Vadapalani Murugan Temple is one of the most popular temples dedicated to Lord Murugan. Located in Vadapalani, Chennai, the temple is known for helping devotees finding solutions to life's problems. It is also believed that worshipping Lord Murugan here is as pious as praying to him at the original Palani temple. "
1527;Chennai;" Shopping in T Nagar ";"";" 3 km  from city center ";" T Nagar is one of the busiest neighbourhoods in Chennai, and also the most crowded one. It serves as a commercial and economic hub, as well as a residential area. It does not have many attractions, but you will come across a plethora of retail shops lined up on every main road and arterial streets.  "
1528;Chennai;" Parthasarathy Temple ";"";" 3 km  from city center ";" Parthasarathy Temple, located in Triplicane area of Chennai, is a structure more than 1000 years old, standing in the heart of the bustling city. Dedicated to different avatars of Lord Vishnu within the many shrines of the temple, it attracts thousands of Vaishanvite followers from all across the country.  "
1529;Chennai;" Parasailing in Chennai	 ";"";" 19 km  from city center ";" If you think the city of Chennai is all about glitzy temples and serene beaches, look deeper cause the uber city is home to one of the most adventurous sports of all times - Parasailing. Unlike several other water sports, this one is not for the faint hearted. It allows you to sail above the water with a safely harnessed parachute tied to your back.  "
1530;Chennai;" Scuba Diving in Chennai	 ";"";" 6 km  from city center ";" Chennai could get quite hot in the summer and beating the heat would be the top priority in summers. Then why not dive into the Bay of Bengal somewhere off the coast of Chennai. Discovering a totally different world under the surface of the sea and cooling yourself at the same time is the best deal about Chennai. "
1531;Chennai;" Camping in Chennai	 ";"";" 9 km  from city center ";" Surrounded by a number of hills around it, Chennai neighbours to some amazing places that offer nearness to Nature. Every soul in any metro city craves for something new every now and then, and Chennai doesn’t lack in fulfilling this need for its people. There are a number of places to camp in Chennai for a twist out of the normal. One can never run out of places to get closer to something natural.  "
1532;Chennai;" Paragliding In Chennai	 ";"";" 11 km  from city center ";" It is commonly misunderstood about Chennai that it is only about glitzy temples, serene beaches and conservative people, but that's not completely true, look deeper. The people here have the provision of getting in the sky and sailing smoothly over the hills like Eagles.  "
1533;Chennai;" Surfing In Chennai	 ";"";" 29 km  from city center ";" Getting in the water and riding the waves on a surfboard is not a thing that everyone can do. But some hours of practice can make that joy possible. There are a number of surfing schools that offer courses and help you tame the waves under your feet. "
1534;Chennai;" Paintball In Chennai	 ";"";" 10 km  from city center ";" If you are into playing combat games but all the games lack the touch of reality and the feeling of getting hit, then Paintball is for you. Chennai has a bunch of such Arenas to help you get in action. Get outdoors, get some Paintball Guns in your hand and challenge your friends to some real action. Keep your skills on the check and your friends in sight; you never know when you might get hit. "
1535;Chennai;" Rock climbing In Chennai	 ";"";" 16 km  from city center ";" The fitness aspect for the people of Chennai has been taken up by Rock Climbing and Bouldering, rather than regular gyms. Climbing is the coolest way of being fit as well as getting a regular dose of adrenaline. But Rock Climbing doesn’t mean you put yourself under the raging sun all the time! You can opt for Indoor Climbing too and get into the daily chores after the session. "
1536;Chennai;" Jungle Safari In Chennai	 ";"";" 3 km  from city center ";" The tropical climate of Chennai has blessed the land with ample amount of lush greenery and equally rich wildlife. Safari in Chennai’s wildlife parks award the visitors with some amazing experiences around our neighbours of nature. Interacting with the wild animals makes us realize the true nature of wilderness. There’s a lot to learn and understand from animals. "
